Subscription ID,Household Income,Home Ownership,Children,Year Of Residence,Age Range,Recruitment Channel,Subscriber
120321119,"$  50,000 - $99,999",OWNER,N,24,60-64,DirectMarketing,YES
181508603,"Under $20,000",OWNER,N,1,25-29,Website,YES
180554197,"$  20,000 - $49,999",RENTER,N,7,65-69,DirectMarketing,YES
180363834,"$300,000 - $399,999",OWNER,Y,14,40-44,DirectMarketing,YES
180515638,"$  50,000 - $99,999",RENTER,N,1,30-34,DirectMarketing,YES
180379125,"Under $20,000",RENTER,N,8,24 years or less,DirectMarketing,YES
160169300,"$  50,000 - $99,999",OWNER,N,44,65-69,DirectMarketing,YES
120313342,"$  50,000 - $99,999",OWNER,N,25,60-64,DirectMarketing,YES
181538595,"$  50,000 - $99,999",OWNER,N,11,40-44,Website,YES
150234504,"$300,000 - $399,999",OWNER,N,32,75 years or more,DirectMarketing,YES
140077451,"$500,000 Plus",OWNER,Y,22,60-64,DirectMarketing,YES
181215933,"$100,000 - $199,999",OWNER,Y,25,60-64,DirectMarketing,YES
181524036,"Under $20,000",RENTER,N,6,45-49,DirectMarketing,YES
110354466,"$100,000 - $199,999",OWNER,N,13,75 years or more,DirectMarketing,YES
180458096,"$  20,000 - $49,999",RENTER,N,5,75 years or more,DirectMarketing,YES
180311817,"Under $20,000",OWNER,N,33,75 years or more,DirectMarketing,YES
180561089,"$  20,000 - $49,999",RENTER,Y,12,35-39,DirectMarketing,YES
181374196,"Under $20,000",RENTER,N,4,45-49,DirectMarketing,YES
181257096,"$  50,000 - $99,999",OWNER,N,3,35-39,DirectMarketing,YES
181201497,"$100,000 - $199,999",OWNER,N,34,70-74,DirectMarketing,YES
110131327,"$100,000 - $199,999",OWNER,N,5,45-49,DirectMarketing,YES
140226978,"$  50,000 - $99,999",OWNER,N,2,75 years or more,DirectMarketing,YES
181316390,"Under $20,000",RENTER,Y,4,24 years or less,Website,YES
170431360,"$  50,000 - $99,999",OWNER,N,22,45-49,DirectMarketing,YES
181334053,"$  50,000 - $99,999",OWNER,Y,3,45-49,DirectMarketing,YES
170594705,"$100,000 - $199,999",OWNER,Y,3,55-59,DirectMarketing,YES
140002432,"$  50,000 - $99,999",OWNER,Y,20,65-69,DirectMarketing,YES
170245244,"$300,000 - $399,999",OWNER,N,19,60-64,Website,YES
181508837,"$  20,000 - $49,999",RENTER,N,2,40-44,Website,YES
150003714,"$100,000 - $199,999",OWNER,N,51,75 years or more,DirectMarketing,YES
180442175,"$100,000 - $199,999",OWNER,N,33,75 years or more,Website,YES
170138879,"$  20,000 - $49,999",OWNER,N,50,75 years or more,DirectMarketing,YES
170370103,"$  50,000 - $99,999",OWNER,N,15,55-59,DirectMarketing,YES
130349288,"$100,000 - $199,999",OWNER,N,25,55-59,DirectMarketing,YES
180488669,"$200,000 - $299,999",OWNER,Y,18,50-54,DirectMarketing,YES
150524822,"$300,000 - $399,999",OWNER,N,12,65-69,DirectMarketing,YES
181546059,"Under $20,000",RENTER,N,4,35-39,Website,YES
130211409,"$400,000 - $499,999",OWNER,N,39,75 years or more,DirectMarketing,YES
180342462,"$100,000 - $199,999",OWNER,N,1,25-29,DirectMarketing,YES
150319449,"$100,000 - $199,999",RENTER,N,2,60-64,DirectMarketing,YES
150179295,"$100,000 - $199,999",OWNER,N,28,70-74,DirectMarketing,YES
110224259,"$100,000 - $199,999",OWNER,N,18,65-69,DirectMarketing,YES
140000346,"$  50,000 - $99,999",OWNER,N,24,75 years or more,DirectMarketing,YES
180676513,"$100,000 - $199,999",OWNER,N,40,60-64,DirectMarketing,YES
160140299,"$100,000 - $199,999",OWNER,N,43,70-74,DirectMarketing,YES
150246348,"$  50,000 - $99,999",OWNER,N,14,75 years or more,DirectMarketing,YES
110490518,"$  50,000 - $99,999",OWNER,N,32,65-69,Website,YES
130319223,"$100,000 - $199,999",OWNER,N,18,55-59,DirectMarketing,YES
181225415,"$100,000 - $199,999",OWNER,N,2,65-69,DirectMarketing,YES
130316017,"$100,000 - $199,999",OWNER,N,18,70-74,DirectMarketing,YES
160543275,"$  20,000 - $49,999",OWNER,N,18,75 years or more,DirectMarketing,YES
150212104,"$400,000 - $499,999",OWNER,N,23,50-54,DirectMarketing,YES
140227881,"$  50,000 - $99,999",OWNER,N,10,50-54,Website,YES
181200359,"$100,000 - $199,999",OWNER,Y,18,45-49,DirectMarketing,YES
160056915,"$  20,000 - $49,999",OWNER,N,15,55-59,DirectMarketing,YES
120060558,"$300,000 - $399,999",OWNER,Y,41,70-74,DirectMarketing,YES
140295417,"Under $20,000",OWNER,N,10,65-69,DirectMarketing,YES
150054198,"$  50,000 - $99,999",OWNER,N,18,65-69,DirectMarketing,YES
170191043,"$100,000 - $199,999",OWNER,N,23,55-59,DirectMarketing,YES
170286789,"$  50,000 - $99,999",OWNER,Y,34,60-64,Website,YES
180312458,"$100,000 - $199,999",OWNER,Y,17,55-59,DirectMarketing,YES
140366817,"$100,000 - $199,999",OWNER,Y,5,40-44,DirectMarketing,YES
130402320,"$200,000 - $299,999",OWNER,N,24,55-59,DirectMarketing,YES
181199161,"$100,000 - $199,999",OWNER,N,18,65-69,DirectMarketing,YES
180190430,"$200,000 - $299,999",OWNER,Y,9,40-44,Website,YES
181279620,"$  50,000 - $99,999",OWNER,N,2,24 years or less,DirectMarketing,YES
140259563,"$  50,000 - $99,999",OWNER,N,20,75 years or more,DirectMarketing,YES
160025968,"$100,000 - $199,999",OWNER,N,21,65-69,DirectMarketing,YES
180366499,"$100,000 - $199,999",OWNER,Y,18,45-49,DirectMarketing,YES
180676332,"$500,000 Plus",OWNER,N,20,50-54,DirectMarketing,YES
181210552,"$  50,000 - $99,999",OWNER,N,2,70-74,DirectMarketing,YES
181357100,"$  50,000 - $99,999",OWNER,N,2,55-59,Website,YES
110113477,"$200,000 - $299,999",OWNER,Y,15,55-59,DirectMarketing,YES
180461383,"$  20,000 - $49,999",OWNER,N,1,55-59,DirectMarketing,YES
130158307,"$  20,000 - $49,999",RENTER,N,8,25-29,DirectMarketing,YES
181548065,"Under $20,000",RENTER,N,1,55-59,Website,YES
120531280,"$  50,000 - $99,999",RENTER,N,5,35-39,DirectMarketing,YES
160466975,"$  50,000 - $99,999",OWNER,Y,20,60-64,DirectMarketing,YES
181524375,"$100,000 - $199,999",OWNER,N,46,65-69,Website,YES
150576881,"$500,000 Plus",OWNER,N,17,40-44,DirectMarketing,YES
180569875,"$100,000 - $199,999",OWNER,N,11,40-44,DirectMarketing,YES
180306181,"$  50,000 - $99,999",OWNER,N,2,30-34,DirectMarketing,YES
150270659,"Under $20,000",OWNER,N,26,75 years or more,DirectMarketing,YES
120295821,"$  50,000 - $99,999",OWNER,N,24,65-69,DirectMarketing,YES
120202833,"$100,000 - $199,999",OWNER,N,20,60-64,DirectMarketing,YES
181506386,"$100,000 - $199,999",OWNER,N,4,30-34,DirectMarketing,YES
180693846,"$100,000 - $199,999",OWNER,N,5,50-54,Website,YES
160386762,"$  50,000 - $99,999",OWNER,Y,21,55-59,DirectMarketing,YES
150378907,"$400,000 - $499,999",OWNER,Y,24,60-64,DirectMarketing,YES
130191725,"$100,000 - $199,999",OWNER,Y,28,60-64,DirectMarketing,YES
180743300,"$300,000 - $399,999",OWNER,N,3,55-59,DirectMarketing,YES
140101517,"$  20,000 - $49,999",OWNER,N,23,75 years or more,DirectMarketing,YES
140135523,"$200,000 - $299,999",OWNER,Y,20,50-54,DirectMarketing,YES
181540347,"Under $20,000",RENTER,N,1,24 years or less,Website,YES
150416539,"$300,000 - $399,999",OWNER,N,20,60-64,DirectMarketing,YES
180070496,"$300,000 - $399,999",OWNER,Y,46,75 years or more,DirectMarketing,YES
110033502,"$  50,000 - $99,999",OWNER,N,40,70-74,DirectMarketing,YES
180518037,"$100,000 - $199,999",OWNER,N,8,40-44,DirectMarketing,YES
150594941,"$100,000 - $199,999",OWNER,Y,17,45-49,DirectMarketing,YES
181271765,"Under $20,000",RENTER,N,8,55-59,DirectMarketing,YES
160343271,"$  50,000 - $99,999",OWNER,N,3,55-59,DirectMarketing,YES
181474224,"$  50,000 - $99,999",OWNER,N,5,40-44,DirectMarketing,YES
181434178,"Under $20,000",OWNER,N,22,55-59,Website,YES
181197864,"$  50,000 - $99,999",RENTER,N,1,35-39,DirectMarketing,YES
140198495,"$  20,000 - $49,999",OWNER,Y,45,75 years or more,DirectMarketing,YES
181429846,"Under $20,000",RENTER,N,1,24 years or less,Website,YES
180443627,"Under $20,000",RENTER,N,2,75 years or more,DirectMarketing,YES
130142340,"$100,000 - $199,999",OWNER,N,38,70-74,DirectMarketing,YES
110516341,"$300,000 - $399,999",OWNER,N,24,55-59,DirectMarketing,YES
150097983,"$100,000 - $199,999",OWNER,N,37,75 years or more,DirectMarketing,YES
181206735,"$  50,000 - $99,999",OWNER,N,5,50-54,DirectMarketing,YES
110112350,"$100,000 - $199,999",OWNER,Y,42,70-74,DirectMarketing,YES
180548160,"$100,000 - $199,999",OWNER,Y,11,35-39,DirectMarketing,YES
181302815,"$100,000 - $199,999",OWNER,N,43,75 years or more,DirectMarketing,YES
130494517,"$  50,000 - $99,999",OWNER,Y,22,60-64,DirectMarketing,YES
170233946,"Under $20,000",OWNER,N,22,75 years or more,DirectMarketing,YES
150084557,"$400,000 - $499,999",OWNER,N,31,70-74,DirectMarketing,YES
181451395,"Under $20,000",RENTER,N,4,25-29,Website,YES
181451399,"Under $20,000",RENTER,N,18,45-49,Website,YES
180651359,"$200,000 - $299,999",OWNER,Y,6,50-54,DirectMarketing,YES
180739634,"$100,000 - $199,999",OWNER,N,1,45-49,Website,YES
181311216,"$100,000 - $199,999",OWNER,Y,15,45-49,DirectMarketing,YES
160537696,"$  50,000 - $99,999",RENTER,N,1,40-44,DirectMarketing,YES
130064108,"$100,000 - $199,999",OWNER,N,37,70-74,DirectMarketing,YES
180389930,"$100,000 - $199,999",OWNER,Y,18,45-49,DirectMarketing,YES
180390804,"$  50,000 - $99,999",OWNER,N,6,60-64,DirectMarketing,YES
170174740,"$100,000 - $199,999",OWNER,Y,7,40-44,DirectMarketing,YES
160121812,"$400,000 - $499,999",OWNER,N,21,60-64,DirectMarketing,YES
181193113,"$  20,000 - $49,999",RENTER,N,2,40-44,DirectMarketing,YES
181311265,"$100,000 - $199,999",OWNER,Y,16,45-49,DirectMarketing,YES
110024129,"$100,000 - $199,999",OWNER,N,38,60-64,DirectMarketing,YES
181452660,"Under $20,000",RENTER,N,2,30-34,Website,YES
110154896,"$  20,000 - $49,999",OWNER,N,19,75 years or more,DirectMarketing,YES
160248960,"Under $20,000",RENTER,N,2,75 years or more,DirectMarketing,YES
180576556,"$500,000 Plus",OWNER,Y,33,70-74,DirectMarketing,YES
150090122,"$200,000 - $299,999",OWNER,N,22,50-54,DirectMarketing,YES
110260932,"$300,000 - $399,999",OWNER,N,15,55-59,Website,YES
180073270,"Under $20,000",RENTER,N,1,24 years or less,Website,YES
120289073,"$300,000 - $399,999",OWNER,N,35,65-69,DirectMarketing,YES
181203074,"$  50,000 - $99,999",OWNER,N,30,70-74,DirectMarketing,YES
150220609,"$100,000 - $199,999",OWNER,N,51,70-74,DirectMarketing,YES
140235392,"$100,000 - $199,999",OWNER,N,23,55-59,DirectMarketing,YES
120024284,"$100,000 - $199,999",OWNER,N,38,75 years or more,DirectMarketing,YES
180319792,"$  20,000 - $49,999",OWNER,N,7,55-59,DirectMarketing,YES
140571623,"$400,000 - $499,999",OWNER,N,9,55-59,DirectMarketing,YES
120299769,"Under $20,000",RENTER,N,13,75 years or more,DirectMarketing,YES
181439190,"Under $20,000",RENTER,N,1,75 years or more,DirectMarketing,YES
140412107,"$300,000 - $399,999",OWNER,N,18,50-54,DirectMarketing,YES
160231824,"$300,000 - $399,999",OWNER,N,32,60-64,DirectMarketing,YES
181225008,"$100,000 - $199,999",OWNER,Y,1,50-54,DirectMarketing,YES
110224805,"$  50,000 - $99,999",OWNER,N,33,75 years or more,DirectMarketing,YES
160161390,"$100,000 - $199,999",OWNER,N,38,75 years or more,DirectMarketing,YES
181529416,"$  50,000 - $99,999",OWNER,Y,19,65-69,Website,YES
150161396,"$100,000 - $199,999",OWNER,Y,50,70-74,DirectMarketing,YES
181405886,"$100,000 - $199,999",OWNER,N,2,55-59,DirectMarketing,YES
181401310,"$400,000 - $499,999",OWNER,Y,2,35-39,DirectMarketing,YES
180632084,"$  50,000 - $99,999",OWNER,Y,2,45-49,DirectMarketing,YES
110488950,"$100,000 - $199,999",OWNER,N,40,70-74,DirectMarketing,YES
140396826,"$100,000 - $199,999",OWNER,N,38,75 years or more,DirectMarketing,YES
180563780,"$  50,000 - $99,999",OWNER,N,44,70-74,DirectMarketing,YES
181277756,"$400,000 - $499,999",OWNER,Y,2,50-54,DirectMarketing,YES
170288833,"$  50,000 - $99,999",OWNER,N,17,65-69,DirectMarketing,YES
181503906,"$100,000 - $199,999",OWNER,Y,23,50-54,Website,YES
170017898,"$300,000 - $399,999",OWNER,N,22,55-59,DirectMarketing,YES
120333033,"$500,000 Plus",OWNER,Y,20,45-49,DirectMarketing,YES
170220842,"$  50,000 - $99,999",OWNER,N,9,25-29,DirectMarketing,YES
180515877,"$100,000 - $199,999",OWNER,N,9,45-49,DirectMarketing,YES
170249444,"$200,000 - $299,999",OWNER,N,30,65-69,DirectMarketing,YES
180287546,"$100,000 - $199,999",OWNER,N,4,75 years or more,DirectMarketing,YES
120070554,"$100,000 - $199,999",OWNER,N,7,65-69,Website,YES
181223158,"$100,000 - $199,999",OWNER,N,2,55-59,DirectMarketing,YES
130232234,"$  50,000 - $99,999",OWNER,N,38,75 years or more,DirectMarketing,YES
180571284,"$100,000 - $199,999",OWNER,N,13,45-49,DirectMarketing,YES
180248056,"Under $20,000",OWNER,N,10,75 years or more,DirectMarketing,YES
181188924,"$100,000 - $199,999",OWNER,Y,9,45-49,DirectMarketing,YES
180651263,"$100,000 - $199,999",OWNER,N,4,40-44,DirectMarketing,YES
130249895,"$300,000 - $399,999",OWNER,N,37,65-69,DirectMarketing,YES
181533675,"$  20,000 - $49,999",RENTER,N,1,55-59,Website,YES
181216050,"$  20,000 - $49,999",RENTER,N,3,25-29,DirectMarketing,YES
181223190,"$  50,000 - $99,999",OWNER,Y,6,55-59,Website,YES
181361514,"$300,000 - $399,999",OWNER,Y,18,50-54,Website,YES
181514074,"$100,000 - $199,999",RENTER,N,4,55-59,DirectMarketing,YES
180272173,"$400,000 - $499,999",OWNER,N,23,65-69,DirectMarketing,YES
150230983,"$100,000 - $199,999",OWNER,N,38,75 years or more,DirectMarketing,YES
181434450,"$  20,000 - $49,999",OWNER,Y,3,50-54,Website,YES
130032643,"$100,000 - $199,999",OWNER,N,23,75 years or more,DirectMarketing,YES
120266918,"$300,000 - $399,999",OWNER,N,19,60-64,DirectMarketing,YES
181400797,"$100,000 - $199,999",OWNER,Y,22,60-64,DirectMarketing,YES
140160849,"$100,000 - $199,999",OWNER,N,28,65-69,DirectMarketing,YES
181480624,"Under $20,000",RENTER,N,5,24 years or less,Website,YES
181451409,"Under $20,000",RENTER,N,3,25-29,Website,YES
120572034,"$300,000 - $399,999",OWNER,N,24,65-69,DirectMarketing,YES
130246871,"$100,000 - $199,999",OWNER,N,23,65-69,DirectMarketing,YES
110232414,"$400,000 - $499,999",OWNER,Y,14,35-39,DirectMarketing,YES
181487443,"$100,000 - $199,999",OWNER,N,24,70-74,DirectMarketing,YES
130531505,"$300,000 - $399,999",OWNER,N,29,60-64,DirectMarketing,YES
150428551,"Under $20,000",OWNER,N,12,75 years or more,DirectMarketing,YES
150248686,"$  50,000 - $99,999",OWNER,N,37,75 years or more,DirectMarketing,YES
170550178,"$300,000 - $399,999",OWNER,N,32,75 years or more,DirectMarketing,YES
181298697,"$100,000 - $199,999",OWNER,N,5,30-34,Website,YES
130014968,"$100,000 - $199,999",OWNER,N,30,65-69,DirectMarketing,YES
180503769,"Under $20,000",RENTER,N,7,75 years or more,DirectMarketing,YES
150253467,"$500,000 Plus",OWNER,N,27,70-74,DirectMarketing,YES
120258217,"$300,000 - $399,999",OWNER,N,23,65-69,DirectMarketing,YES
180337974,"$100,000 - $199,999",OWNER,N,3,50-54,Website,YES
120053943,"Under $20,000",RENTER,N,8,24 years or less,DirectMarketing,YES
140309515,"$  50,000 - $99,999",OWNER,N,13,55-59,DirectMarketing,YES
140609465,"$200,000 - $299,999",OWNER,N,46,75 years or more,DirectMarketing,YES
180134913,"$300,000 - $399,999",OWNER,Y,17,45-49,DirectMarketing,YES
150592848,"$300,000 - $399,999",OWNER,N,20,75 years or more,DirectMarketing,YES
120194111,"$300,000 - $399,999",OWNER,N,12,75 years or more,DirectMarketing,YES
180321111,"$300,000 - $399,999",OWNER,N,7,45-49,Website,YES
110574889,"$400,000 - $499,999",OWNER,N,5,40-44,DirectMarketing,YES
160329621,"$300,000 - $399,999",OWNER,Y,38,60-64,DirectMarketing,YES
181414225,"$100,000 - $199,999",OWNER,Y,5,45-49,Website,YES
181188846,"$100,000 - $199,999",OWNER,N,37,65-69,DirectMarketing,YES
181271084,"$300,000 - $399,999",OWNER,Y,20,50-54,DirectMarketing,YES
181451159,"Under $20,000",RENTER,Y,33,70-74,Website,YES
140016138,"$  20,000 - $49,999",OWNER,N,48,75 years or more,DirectMarketing,YES
181405896,"$200,000 - $299,999",OWNER,N,11,55-59,DirectMarketing,YES
181538686,"$100,000 - $199,999",OWNER,N,4,75 years or more,DirectMarketing,YES
150191783,"$100,000 - $199,999",OWNER,N,31,75 years or more,DirectMarketing,YES
170225777,"$  20,000 - $49,999",OWNER,N,3,75 years or more,DirectMarketing,YES
170016099,"$100,000 - $199,999",OWNER,N,32,65-69,DirectMarketing,YES
180586480,"$100,000 - $199,999",OWNER,N,36,75 years or more,Website,YES
181531350,"$  50,000 - $99,999",OWNER,N,22,65-69,DirectMarketing,YES
120388046,"$100,000 - $199,999",OWNER,N,23,75 years or more,DirectMarketing,YES
180383166,"$  50,000 - $99,999",OWNER,N,14,70-74,DirectMarketing,YES
140588213,"$100,000 - $199,999",OWNER,Y,10,60-64,DirectMarketing,YES
120530118,"$300,000 - $399,999",OWNER,N,10,55-59,DirectMarketing,YES
150273788,"$400,000 - $499,999",RENTER,N,1,55-59,DirectMarketing,YES
150316789,"$  50,000 - $99,999",OWNER,N,32,70-74,DirectMarketing,YES
170566621,"$100,000 - $199,999",OWNER,N,9,30-34,DirectMarketing,YES
180710738,"$100,000 - $199,999",OWNER,N,4,60-64,DirectMarketing,YES
181535473,"$100,000 - $199,999",OWNER,Y,15,40-44,DirectMarketing,YES
181506288,"$300,000 - $399,999",OWNER,Y,4,40-44,Website,YES
181202351,"$100,000 - $199,999",OWNER,N,4,45-49,DirectMarketing,YES
181315657,"$100,000 - $199,999",OWNER,N,9,75 years or more,Website,YES
160529758,"$100,000 - $199,999",OWNER,Y,20,50-54,DirectMarketing,YES
180344372,"$  20,000 - $49,999",OWNER,Y,7,70-74,DirectMarketing,YES
181440798,"$  50,000 - $99,999",OWNER,N,4,50-54,Website,YES
140547557,"$100,000 - $199,999",OWNER,N,11,60-64,DirectMarketing,YES
120350568,"$  20,000 - $49,999",OWNER,N,7,50-54,DirectMarketing,YES
170554833,"$  20,000 - $49,999",RENTER,N,6,40-44,DirectMarketing,YES
180433571,"Under $20,000",RENTER,N,4,45-49,DirectMarketing,YES
130387088,"$100,000 - $199,999",OWNER,N,21,75 years or more,DirectMarketing,YES
110298088,"$  20,000 - $49,999",OWNER,N,13,40-44,DirectMarketing,YES
181475178,"$100,000 - $199,999",OWNER,N,38,60-64,Website,YES
170529535,"$200,000 - $299,999",OWNER,Y,29,55-59,DirectMarketing,YES
181503198,"$  50,000 - $99,999",RENTER,N,2,30-34,DirectMarketing,YES
180205062,"$100,000 - $199,999",OWNER,N,8,45-49,DirectMarketing,YES
181255508,"$100,000 - $199,999",OWNER,Y,14,45-49,DirectMarketing,YES
110601433,"Under $20,000",RENTER,Y,8,35-39,DirectMarketing,YES
120343841,"$  20,000 - $49,999",OWNER,N,7,45-49,DirectMarketing,YES
181451072,"$  20,000 - $49,999",RENTER,Y,18,40-44,DirectMarketing,YES
180454886,"$  50,000 - $99,999",OWNER,N,6,55-59,DirectMarketing,YES
180327674,"$  50,000 - $99,999",OWNER,N,16,60-64,DirectMarketing,YES
110025494,"$100,000 - $199,999",OWNER,N,28,75 years or more,DirectMarketing,YES
120052011,"$  50,000 - $99,999",OWNER,N,29,65-69,DirectMarketing,YES
150254923,"$200,000 - $299,999",OWNER,N,28,55-59,DirectMarketing,YES
181271136,"$100,000 - $199,999",OWNER,Y,18,45-49,DirectMarketing,YES
170208970,"$100,000 - $199,999",OWNER,N,31,55-59,DirectMarketing,YES
181285927,"$100,000 - $199,999",OWNER,Y,37,60-64,Website,YES
180393223,"Under $20,000",OWNER,N,8,24 years or less,DirectMarketing,YES
181398312,"$100,000 - $199,999",OWNER,N,24,45-49,DirectMarketing,YES
150452421,"$  50,000 - $99,999",RENTER,N,2,30-34,DirectMarketing,YES
180387054,"$100,000 - $199,999",OWNER,Y,18,45-49,DirectMarketing,YES
180665026,"$100,000 - $199,999",OWNER,Y,26,55-59,DirectMarketing,YES
170253504,"$100,000 - $199,999",OWNER,N,27,45-49,DirectMarketing,YES
180517905,"$  50,000 - $99,999",OWNER,N,25,55-59,DirectMarketing,YES
170011766,"$100,000 - $199,999",OWNER,N,37,60-64,DirectMarketing,YES
180552128,"$100,000 - $199,999",OWNER,N,34,70-74,DirectMarketing,YES
110065163,"$100,000 - $199,999",OWNER,N,18,60-64,DirectMarketing,YES
181278136,"$  20,000 - $49,999",OWNER,N,9,60-64,DirectMarketing,YES
150171693,"$200,000 - $299,999",OWNER,N,27,55-59,DirectMarketing,YES
180494664,"$  20,000 - $49,999",RENTER,N,21,50-54,Website,YES
181281117,"$100,000 - $199,999",OWNER,N,23,60-64,DirectMarketing,YES
180659194,"$100,000 - $199,999",OWNER,N,12,75 years or more,DirectMarketing,YES
150022509,"$100,000 - $199,999",OWNER,N,23,55-59,DirectMarketing,YES
150129987,"$  50,000 - $99,999",OWNER,N,37,75 years or more,DirectMarketing,YES
140018567,"$  50,000 - $99,999",OWNER,N,31,65-69,DirectMarketing,YES
181259004,"$300,000 - $399,999",OWNER,N,3,65-69,DirectMarketing,YES
110374815,"$  50,000 - $99,999",OWNER,N,16,50-54,DirectMarketing,YES
180403073,"$300,000 - $399,999",OWNER,N,6,55-59,Website,YES
170171674,"$100,000 - $199,999",OWNER,N,45,75 years or more,DirectMarketing,YES
180706832,"$200,000 - $299,999",OWNER,N,8,65-69,DirectMarketing,YES
160033584,"$500,000 Plus",OWNER,Y,20,55-59,DirectMarketing,YES
181401248,"$  50,000 - $99,999",OWNER,N,5,30-34,DirectMarketing,YES
180178444,"$100,000 - $199,999",OWNER,N,26,55-59,DirectMarketing,YES
181433315,"$  20,000 - $49,999",RENTER,N,1,45-49,Website,YES
180373122,"$  50,000 - $99,999",OWNER,N,26,60-64,DirectMarketing,YES
181278215,"$100,000 - $199,999",OWNER,N,35,55-59,DirectMarketing,YES
181195296,"$  50,000 - $99,999",OWNER,N,31,55-59,DirectMarketing,YES
180000222,"$100,000 - $199,999",OWNER,N,26,75 years or more,DirectMarketing,YES
180403530,"$100,000 - $199,999",OWNER,N,17,65-69,DirectMarketing,YES
181192855,"$  50,000 - $99,999",OWNER,N,28,50-54,DirectMarketing,YES
181433301,"Under $20,000",RENTER,N,2,25-29,Website,YES
110194446,"$500,000 Plus",OWNER,N,22,55-59,DirectMarketing,YES
130393899,"$200,000 - $299,999",OWNER,N,19,60-64,DirectMarketing,YES
130141759,"$300,000 - $399,999",OWNER,Y,27,55-59,DirectMarketing,YES
181209046,"$  20,000 - $49,999",OWNER,N,25,50-54,DirectMarketing,YES
181495576,"$100,000 - $199,999",OWNER,N,3,35-39,DirectMarketing,YES
180494889,"$  50,000 - $99,999",OWNER,Y,7,30-34,Website,YES
160138969,"$  20,000 - $49,999",RENTER,N,8,35-39,DirectMarketing,YES
140526921,"$  50,000 - $99,999",RENTER,N,35,70-74,DirectMarketing,YES
180591346,"$  50,000 - $99,999",OWNER,N,19,70-74,DirectMarketing,YES
130387137,"$  50,000 - $99,999",OWNER,N,14,75 years or more,DirectMarketing,YES
140264631,"$100,000 - $199,999",OWNER,N,12,75 years or more,DirectMarketing,YES
170102010,"$100,000 - $199,999",OWNER,N,54,75 years or more,DirectMarketing,YES
140011182,"$100,000 - $199,999",OWNER,Y,39,75 years or more,DirectMarketing,YES
181542534,"$  50,000 - $99,999",RENTER,Y,10,55-59,Website,YES
180247326,"$  50,000 - $99,999",RENTER,N,3,60-64,DirectMarketing,YES
181334403,"$  50,000 - $99,999",RENTER,N,6,45-49,Website,YES
181507515,"$  50,000 - $99,999",OWNER,N,36,65-69,DirectMarketing,YES
180566441,"$  20,000 - $49,999",RENTER,N,3,75 years or more,DirectMarketing,YES
180168643,"$300,000 - $399,999",OWNER,N,6,50-54,DirectMarketing,YES
180256444,"$100,000 - $199,999",OWNER,N,39,75 years or more,DirectMarketing,YES
181544159,"$  50,000 - $99,999",RENTER,N,5,40-44,Website,YES
170031541,"$100,000 - $199,999",OWNER,N,45,75 years or more,DirectMarketing,YES
181451490,"$100,000 - $199,999",OWNER,N,9,35-39,DirectMarketing,YES
180694260,"$100,000 - $199,999",OWNER,Y,4,60-64,DirectMarketing,YES
150226972,"$100,000 - $199,999",OWNER,N,37,65-69,DirectMarketing,YES
170023386,"Under $20,000",OWNER,N,16,65-69,Website,YES
160037105,"$500,000 Plus",OWNER,N,31,60-64,DirectMarketing,YES
140589494,"$500,000 Plus",OWNER,Y,24,75 years or more,DirectMarketing,YES
150589264,"$100,000 - $199,999",OWNER,N,33,75 years or more,DirectMarketing,YES
181374354,"$300,000 - $399,999",OWNER,N,16,30-34,Website,YES
180235305,"$100,000 - $199,999",OWNER,Y,20,40-44,DirectMarketing,YES
180583037,"$  50,000 - $99,999",OWNER,N,10,24 years or less,DirectMarketing,YES
170462335,"$  20,000 - $49,999",RENTER,N,1,45-49,DirectMarketing,YES
181205132,"$  20,000 - $49,999",OWNER,Y,12,45-49,DirectMarketing,YES
181317533,"$400,000 - $499,999",OWNER,Y,5,40-44,Website,YES
181494922,"$100,000 - $199,999",OWNER,N,4,35-39,DirectMarketing,YES
140065901,"$100,000 - $199,999",OWNER,N,24,60-64,DirectMarketing,YES
180543311,"$  50,000 - $99,999",OWNER,N,18,50-54,Website,YES
160026990,"$  50,000 - $99,999",OWNER,N,24,75 years or more,DirectMarketing,YES
170104173,"$300,000 - $399,999",OWNER,N,40,75 years or more,DirectMarketing,YES
180472628,"$  50,000 - $99,999",OWNER,N,12,75 years or more,DirectMarketing,YES
130537735,"Under $20,000",OWNER,N,14,75 years or more,DirectMarketing,YES
150469529,"$  50,000 - $99,999",OWNER,N,15,50-54,DirectMarketing,YES
120263327,"$100,000 - $199,999",OWNER,N,1,45-49,DirectMarketing,YES
110016506,"$500,000 Plus",OWNER,N,23,60-64,DirectMarketing,YES
181294668,"$100,000 - $199,999",OWNER,N,9,35-39,Website,YES
140485229,"$100,000 - $199,999",OWNER,N,23,75 years or more,DirectMarketing,YES
110266427,"$  50,000 - $99,999",OWNER,N,23,55-59,DirectMarketing,YES
181223806,"$  20,000 - $49,999",RENTER,N,1,25-29,DirectMarketing,YES
120149227,"$100,000 - $199,999",OWNER,N,21,50-54,DirectMarketing,YES
140043774,"$100,000 - $199,999",OWNER,N,21,55-59,DirectMarketing,YES
110317751,"$  20,000 - $49,999",OWNER,N,43,75 years or more,DirectMarketing,YES
180394913,"$100,000 - $199,999",OWNER,N,13,55-59,DirectMarketing,YES
181529391,"$100,000 - $199,999",OWNER,N,8,40-44,DirectMarketing,YES
